Source;S_code;S_family;S_category;Target;T_code;T_family;T_category;Type;Id;Weight;Group_01;Group_02;Group_03;Matchings Count
101;RA49;RA;X;10;SA1;SA;HUB;Directed;14455;1.0;OUTER;X-HUB;X;
101;RA49;RA;X;15;SA6;SA;X;Directed;14461;1.0;OUTER;X-X;X;
101;RA49;RA;X;18;SA9;SA;X;Directed;14459;1.0;OUTER;X-X;X;
101;RA49;RA;X;19;SA10;SA;X;Directed;14458;1.0;OUTER;X-X;X;
101;RA49;RA;X;22;SA13;SA;X;Directed;14460;1.0;OUTER;X-X;X;
101;RA49;RA;X;30;SA21;SA;X;Directed;14456;1.0;OUTER;X-X;X;
101;RA49;RA;X;31;SA22;SA;X;Directed;14457;1.0;OUTER;X-X;X;
101;RA49;RA;X;54;RA2;RA;HUB;Directed;383;1.0;INTER;X-HUB;CLUSTER;1
101;RA49;RA;X;83;RA31;RA;X;Directed;14708;1.0;INTER;X-X;CLUSTER;
101;RA49;RA;X;86;RA34;RA;X;Directed;14497;1.0;INTER;X-X;CLUSTER;
102;RA50;RA;X;12;SA3;SA;HUB;Directed;14445;1.0;OUTER;X-HUB;X;
102;RA50;RA;X;25;SA16;SA;X;Directed;14434;1.0;OUTER;X-X;X;
102;RA50;RA;X;27;SA18;SA;X;Directed;14433;1.0;OUTER;X-X;X;
102;RA50;RA;X;29;SA20;SA;X;Directed;14431;1.0;OUTER;X-X;X;
102;RA50;RA;X;30;SA21;SA;X;Directed;14426;1.0;OUTER;X-X;X;
102;RA50;RA;X;31;SA22;SA;X;Directed;14430;1.0;OUTER;X-X;X;
102;RA50;RA;X;34;SA25;SA;X;Directed;14429;1.0;OUTER;X-X;X;
102;RA50;RA;X;35;SA26;SA;X;Directed;14432;1.0;OUTER;X-X;X;
102;RA50;RA;X;40;SA31;SA;X;Directed;14427;1.0;OUTER;X-X;X;
102;RA50;RA;X;43;SA34;SA;X;Directed;14428;1.0;OUTER;X-X;X;
102;RA50;RA;X;54;RA2;RA;HUB;Directed;396;1.0;INTER;X-HUB;CLUSTER;1
102;RA50;RA;X;87;RA35;RA;X;Directed;14507;1.0;INTER;X-X;CLUSTER;
102;RA50;RA;X;88;RA36;RA;X;Directed;14608;1.0;INTER;X-X;CLUSTER;
103;RA51;RA;X;10;SA1;SA;HUB;Directed;14443;1.0;OUTER;X-HUB;X;
103;RA51;RA;X;11;SA2;SA;HUB;Directed;14444;1.0;OUTER;X-HUB;X;
103;RA51;RA;X;16;SA7;SA;X;Directed;14441;1.0;OUTER;X-X;X;
103;RA51;RA;X;21;SA12;SA;X;Directed;14435;1.0;OUTER;X-X;X;
103;RA51;RA;X;22;SA13;SA;X;Directed;14442;1.0;OUTER;X-X;X;
103;RA51;RA;X;54;RA2;RA;HUB;Directed;397;1.0;INTER;X-HUB;CLUSTER;1
104;RA52;RA;X;12;SA3;SA;HUB;Directed;15068;1.0;OUTER;X-HUB;X;
104;RA52;RA;X;15;SA6;SA;X;Directed;15084;1.0;OUTER;X-X;X;
104;RA52;RA;X;18;SA9;SA;X;Directed;15083;1.0;OUTER;X-X;X;
104;RA52;RA;X;23;SA14;SA;X;Directed;15085;1.0;OUTER;X-X;X;
104;RA52;RA;X;28;SA19;SA;X;Directed;15086;1.0;OUTER;X-X;X;
104;RA52;RA;X;39;SA30;SA;X;Directed;15088;1.0;OUTER;X-X;X;
104;RA52;RA;X;44;SA35;SA;X;Directed;15082;1.0;OUTER;X-X;X;
104;RA52;RA;X;53;RA1;RA;HUB;Directed;398;1.0;INTER;X-HUB;CLUSTER;1
104;RA52;RA;X;88;RA36;RA;X;Directed;14604;1.0;INTER;X-X;CLUSTER;
104;RA52;RA;X;105;RA53;RA;X;Directed;15070;1.0;INTER;X-X;CLUSTER;
104;RA52;RA;X;107;RA55;RA;X;Directed;15069;1.0;INTER;X-X;CLUSTER;
104;RA52;RA;X;108;RA56;RA;X;Directed;15066;1.0;INTER;X-X;CLUSTER;
104;RA52;RA;X;109;RA57;RA;X;Directed;15067;1.0;INTER;X-X;CLUSTER;
104;RA52;RA;X;112;RA60;RA;X;Directed;15071;1.0;INTER;X-X;CLUSTER;
105;RA53;RA;X;10;SA1;SA;HUB;Directed;15203;1.0;OUTER;X-HUB;X;
105;RA53;RA;X;11;SA2;SA;HUB;Directed;15202;1.0;OUTER;X-HUB;X;
105;RA53;RA;X;12;SA3;SA;HUB;Directed;15195;1.0;OUTER;X-HUB;X;
105;RA53;RA;X;17;SA8;SA;X;Directed;15197;1.0;OUTER;X-X;X;
105;RA53;RA;X;19;SA10;SA;X;Directed;15204;1.0;OUTER;X-X;X;
105;RA53;RA;X;20;SA11;SA;X;Directed;15207;1.0;OUTER;X-X;X;
105;RA53;RA;X;22;SA13;SA;X;Directed;15209;1.0;OUTER;X-X;X;
105;RA53;RA;X;23;SA14;SA;X;Directed;15200;1.0;OUTER;X-X;X;
105;RA53;RA;X;26;SA17;SA;X;Directed;15201;1.0;OUTER;X-X;X;
105;RA53;RA;X;27;SA18;SA;X;Directed;15206;1.0;OUTER;X-X;X;
105;RA53;RA;X;36;SA27;SA;X;Directed;15205;1.0;OUTER;X-X;X;
105;RA53;RA;X;40;SA31;SA;X;Directed;15199;1.0;OUTER;X-X;X;
105;RA53;RA;X;42;SA33;SA;X;Directed;15196;1.0;OUTER;X-X;X;
105;RA53;RA;X;43;SA34;SA;X;Directed;15208;1.0;OUTER;X-X;X;
105;RA53;RA;X;53;RA1;RA;HUB;Directed;399;1.0;INTER;X-HUB;CLUSTER;1
105;RA53;RA;X;88;RA36;RA;X;Directed;14609;1.0;INTER;X-X;CLUSTER;
105;RA53;RA;X;94;RA42;RA;X;Directed;14537;1.0;INTER;X-X;CLUSTER;
105;RA53;RA;X;106;RA54;RA;X;Directed;15198;1.0;INTER;X-X;CLUSTER;
106;RA54;RA;X;10;SA1;SA;HUB;Directed;15143;1.0;OUTER;X-HUB;X;
106;RA54;RA;X;12;SA3;SA;HUB;Directed;15142;1.0;OUTER;X-HUB;X;
106;RA54;RA;X;17;SA8;SA;X;Directed;15145;1.0;OUTER;X-X;X;
106;RA54;RA;X;27;SA18;SA;X;Directed;15146;1.0;OUTER;X-X;X;
106;RA54;RA;X;34;SA25;SA;X;Directed;15148;1.0;OUTER;X-X;X;
106;RA54;RA;X;38;SA29;SA;X;Directed;15141;1.0;OUTER;X-X;X;
106;RA54;RA;X;39;SA30;SA;X;Directed;15144;1.0;OUTER;X-X;X;
106;RA54;RA;X;53;RA1;RA;HUB;Directed;400;1.0;INTER;X-HUB;CLUSTER;1
106;RA54;RA;X;58;RA6;RA;HUB;Directed;15147;1.0;INTER;X-HUB;CLUSTER;
106;RA54;RA;X;87;RA35;RA;X;Directed;14510;1.0;INTER;X-X;CLUSTER;
106;RA54;RA;X;112;RA60;RA;X;Directed;15149;1.0;INTER;X-X;CLUSTER;
107;RA55;RA;X;12;SA3;SA;HUB;Directed;15151;1.0;OUTER;X-HUB;X;
107;RA55;RA;X;26;SA17;SA;X;Directed;15161;1.0;OUTER;X-X;X;
107;RA55;RA;X;27;SA18;SA;X;Directed;15158;1.0;OUTER;X-X;X;
107;RA55;RA;X;30;SA21;SA;X;Directed;15155;1.0;OUTER;X-X;X;
107;RA55;RA;X;31;SA22;SA;X;Directed;15156;1.0;OUTER;X-X;X;
107;RA55;RA;X;34;SA25;SA;X;Directed;15157;1.0;OUTER;X-X;X;
107;RA55;RA;X;37;SA28;SA;X;Directed;15159;1.0;OUTER;X-X;X;
107;RA55;RA;X;38;SA29;SA;X;Directed;15160;1.0;OUTER;X-X;X;
107;RA55;RA;X;44;SA35;SA;X;Directed;15152;1.0;OUTER;X-X;X;
107;RA55;RA;X;53;RA1;RA;HUB;Directed;401;1.0;INTER;X-HUB;CLUSTER;1
107;RA55;RA;X;55;RA3;RA;HUB;Directed;15166;1.0;INTER;X-HUB;CLUSTER;
107;RA55;RA;X;68;RA16;RA;X;Directed;15163;1.0;INTER;X-X;CLUSTER;
107;RA55;RA;X;70;RA18;RA;X;Directed;15162;1.0;INTER;X-X;CLUSTER;
107;RA55;RA;X;87;RA35;RA;X;Directed;14511;1.0;INTER;X-X;CLUSTER;
107;RA55;RA;X;88;RA36;RA;X;Directed;14603;1.0;INTER;X-X;CLUSTER;
107;RA55;RA;X;89;RA37;RA;X;Directed;15165;1.0;INTER;X-X;CLUSTER;
107;RA55;RA;X;95;RA43;RA;X;Directed;15164;1.0;INTER;X-X;CLUSTER;
107;RA55;RA;X;105;RA53;RA;X;Directed;15154;1.0;INTER;X-X;CLUSTER;
107;RA55;RA;X;106;RA54;RA;X;Directed;15150;1.0;INTER;X-X;CLUSTER;
107;RA55;RA;X;108;RA56;RA;X;Directed;15063;1.0;INTER;X-X;CLUSTER;
107;RA55;RA;X;112;RA60;RA;X;Directed;15153;1.0;INTER;X-X;CLUSTER;
108;RA56;RA;X;12;SA3;SA;HUB;Directed;15046;1.0;OUTER;X-HUB;X;
108;RA56;RA;X;14;SA5;SA;HUB;Directed;15045;1.0;OUTER;X-HUB;X;
108;RA56;RA;X;17;SA8;SA;X;Directed;15060;1.0;OUTER;X-X;X;
108;RA56;RA;X;19;SA10;SA;X;Directed;15055;1.0;OUTER;X-X;X;
108;RA56;RA;X;23;SA14;SA;X;Directed;15058;1.0;OUTER;X-X;X;
108;RA56;RA;X;25;SA16;SA;X;Directed;15057;1.0;OUTER;X-X;X;
108;RA56;RA;X;27;SA18;SA;X;Directed;15054;1.0;OUTER;X-X;X;
108;RA56;RA;X;28;SA19;SA;X;Directed;15087;1.0;OUTER;X-X;X;
108;RA56;RA;X;32;SA23;SA;X;Directed;15059;1.0;OUTER;X-X;X;
108;RA56;RA;X;34;SA25;SA;X;Directed;15047;1.0;OUTER;X-X;X;
108;RA56;RA;X;39;SA30;SA;X;Directed;15056;1.0;OUTER;X-X;X;
108;RA56;RA;X;43;SA34;SA;X;Directed;15061;1.0;OUTER;X-X;X;
108;RA56;RA;X;44;SA35;SA;X;Directed;15044;1.0;OUTER;X-X;X;
108;RA56;RA;X;53;RA1;RA;HUB;Directed;402;1.0;INTER;X-HUB;CLUSTER;1
108;RA56;RA;X;105;RA53;RA;X;Directed;15062;1.0;INTER;X-X;CLUSTER;
109;RA57;RA;X;12;SA3;SA;HUB;Directed;15024;1.0;OUTER;X-HUB;X;
109;RA57;RA;X;14;SA5;SA;HUB;Directed;15025;1.0;OUTER;X-HUB;X;
109;RA57;RA;X;28;SA19;SA;X;Directed;15023;1.0;OUTER;X-X;X;
109;RA57;RA;X;44;SA35;SA;X;Directed;15026;1.0;OUTER;X-X;X;
109;RA57;RA;X;53;RA1;RA;HUB;Directed;403;1.0;INTER;X-HUB;CLUSTER;1
109;RA57;RA;X;55;RA3;RA;HUB;Directed;15027;1.0;INTER;X-HUB;CLUSTER;
110;RA58;RA;X;12;SA3;SA;HUB;Directed;15169;1.0;OUTER;X-HUB;X;
110;RA58;RA;X;14;SA5;SA;HUB;Directed;15170;1.0;OUTER;X-HUB;X;
110;RA58;RA;X;23;SA14;SA;X;Directed;15176;1.0;OUTER;X-X;X;
110;RA58;RA;X;27;SA18;SA;X;Directed;15178;1.0;OUTER;X-X;X;
110;RA58;RA;X;31;SA22;SA;X;Directed;15174;1.0;OUTER;X-X;X;
110;RA58;RA;X;34;SA25;SA;X;Directed;15171;1.0;OUTER;X-X;X;
110;RA58;RA;X;37;SA28;SA;X;Directed;15173;1.0;OUTER;X-X;X;
110;RA58;RA;X;38;SA29;SA;X;Directed;15172;1.0;OUTER;X-X;X;
110;RA58;RA;X;40;SA31;SA;X;Directed;15177;1.0;OUTER;X-X;X;
110;RA58;RA;X;44;SA35;SA;X;Directed;15175;1.0;OUTER;X-X;X;
110;RA58;RA;X;53;RA1;RA;HUB;Directed;404;1.0;INTER;X-HUB;CLUSTER;1
110;RA58;RA;X;94;RA42;RA;X;Directed;14536;1.0;INTER;X-X;CLUSTER;
110;RA58;RA;X;95;RA43;RA;X;Directed;15168;1.0;INTER;X-X;CLUSTER;
110;RA58;RA;X;104;RA52;RA;X;Directed;15065;1.0;INTER;X-X;CLUSTER;
110;RA58;RA;X;108;RA56;RA;X;Directed;15064;1.0;INTER;X-X;CLUSTER;
111;RA59;RA;X;10;SA1;SA;HUB;Directed;15089;1.0;OUTER;X-HUB;X;
111;RA59;RA;X;11;SA2;SA;HUB;Directed;15090;1.0;OUTER;X-HUB;X;
111;RA59;RA;X;16;SA7;SA;X;Directed;15091;1.0;OUTER;X-X;X;
111;RA59;RA;X;17;SA8;SA;X;Directed;15094;1.0;OUTER;X-X;X;
111;RA59;RA;X;20;SA11;SA;X;Directed;15095;1.0;OUTER;X-X;X;
111;RA59;RA;X;21;SA12;SA;X;Directed;15093;1.0;OUTER;X-X;X;
111;RA59;RA;X;23;SA14;SA;X;Directed;15098;1.0;OUTER;X-X;X;
111;RA59;RA;X;32;SA23;SA;X;Directed;15100;1.0;OUTER;X-X;X;
111;RA59;RA;X;40;SA31;SA;X;Directed;15099;1.0;OUTER;X-X;X;
111;RA59;RA;X;41;SA32;SA;X;Directed;15097;1.0;OUTER;X-X;X;
111;RA59;RA;X;53;RA1;RA;HUB;Directed;405;1.0;INTER;X-HUB;CLUSTER;1
111;RA59;RA;X;57;RA5;RA;HUB;Directed;15096;1.0;INTER;X-HUB;CLUSTER;
112;RA60;RA;X;12;SA3;SA;HUB;Directed;15181;1.0;OUTER;X-HUB;X;
112;RA60;RA;X;26;SA17;SA;X;Directed;15180;1.0;OUTER;X-X;X;
112;RA60;RA;X;29;SA20;SA;X;Directed;15188;1.0;OUTER;X-X;X;
112;RA60;RA;X;30;SA21;SA;X;Directed;15183;1.0;OUTER;X-X;X;
112;RA60;RA;X;31;SA22;SA;X;Directed;15184;1.0;OUTER;X-X;X;
112;RA60;RA;X;34;SA25;SA;X;Directed;15182;1.0;OUTER;X-X;X;
112;RA60;RA;X;35;SA26;SA;X;Directed;15189;1.0;OUTER;X-X;X;
112;RA60;RA;X;37;SA28;SA;X;Directed;15187;1.0;OUTER;X-X;X;
112;RA60;RA;X;41;SA32;SA;X;Directed;15185;1.0;OUTER;X-X;X;
112;RA60;RA;X;42;SA33;SA;X;Directed;15186;1.0;OUTER;X-X;X;
112;RA60;RA;X;46;PR2;PR;X;Directed;15192;1.0;OUTER;X-X;CLUSTER;
112;RA60;RA;X;47;PR3;PR;X;Directed;15191;1.0;OUTER;X-X;CLUSTER;
112;RA60;RA;X;48;PR4;PR;X;Directed;15193;1.0;OUTER;X-X;CLUSTER;
112;RA60;RA;X;53;RA1;RA;HUB;Directed;420;1.0;INTER;X-HUB;CLUSTER;1
112;RA60;RA;X;63;RA11;RA;X;Directed;15194;1.0;INTER;X-X;CLUSTER;
112;RA60;RA;X;87;RA35;RA;X;Directed;14509;1.0;INTER;X-X;CLUSTER;
112;RA60;RA;X;94;RA42;RA;X;Directed;14534;1.0;INTER;X-X;CLUSTER;
112;RA60;RA;X;105;RA53;RA;X;Directed;15179;1.0;INTER;X-X;CLUSTER;
112;RA60;RA;X;114;RA62;RA;X;Directed;15190;1.0;INTER;X-X;CLUSTER;
113;RA61;RA;X;12;SA3;SA;HUB;Directed;15104;1.0;OUTER;X-HUB;X;
113;RA61;RA;X;15;SA6;SA;X;Directed;15116;1.0;OUTER;X-X;X;
113;RA61;RA;X;17;SA8;SA;X;Directed;15114;1.0;OUTER;X-X;X;
113;RA61;RA;X;18;SA9;SA;X;Directed;15115;1.0;OUTER;X-X;X;
113;RA61;RA;X;27;SA18;SA;X;Directed;15113;1.0;OUTER;X-X;X;
113;RA61;RA;X;28;SA19;SA;X;Directed;15120;1.0;OUTER;X-X;X;
113;RA61;RA;X;34;SA25;SA;X;Directed;15124;1.0;OUTER;X-X;X;
113;RA61;RA;X;37;SA28;SA;X;Directed;15123;1.0;OUTER;X-X;X;
113;RA61;RA;X;38;SA29;SA;X;Directed;15118;1.0;OUTER;X-X;X;
113;RA61;RA;X;39;SA30;SA;X;Directed;15119;1.0;OUTER;X-X;X;
113;RA61;RA;X;43;SA34;SA;X;Directed;15117;1.0;OUTER;X-X;X;
113;RA61;RA;X;44;SA35;SA;X;Directed;15103;1.0;OUTER;X-X;X;
113;RA61;RA;X;53;RA1;RA;HUB;Directed;421;1.0;INTER;X-HUB;CLUSTER;1
113;RA61;RA;X;62;RA10;RA;X;Directed;15109;1.0;INTER;X-X;CLUSTER;
113;RA61;RA;X;97;RA45;RA;X;Directed;15108;1.0;INTER;X-X;CLUSTER;
113;RA61;RA;X;98;RA46;RA;X;Directed;15106;1.0;INTER;X-X;CLUSTER;
113;RA61;RA;X;99;RA47;RA;X;Directed;15105;1.0;INTER;X-X;CLUSTER;
113;RA61;RA;X;103;RA51;RA;X;Directed;15107;1.0;INTER;X-X;CLUSTER;
113;RA61;RA;X;105;RA53;RA;X;Directed;15111;1.0;INTER;X-X;CLUSTER;
113;RA61;RA;X;106;RA54;RA;X;Directed;15112;1.0;INTER;X-X;CLUSTER;
113;RA61;RA;X;108;RA56;RA;X;Directed;15121;1.0;INTER;X-X;CLUSTER;
113;RA61;RA;X;109;RA57;RA;X;Directed;15122;1.0;INTER;X-X;CLUSTER;
113;RA61;RA;X;112;RA60;RA;X;Directed;15110;1.0;INTER;X-X;CLUSTER;
114;RA62;RA;X;10;SA1;SA;HUB;Directed;15130;1.0;OUTER;X-HUB;X;
114;RA62;RA;X;11;SA2;SA;HUB;Directed;15128;1.0;OUTER;X-HUB;X;
114;RA62;RA;X;12;SA3;SA;HUB;Directed;15129;1.0;OUTER;X-HUB;X;
114;RA62;RA;X;15;SA6;SA;X;Directed;15135;1.0;OUTER;X-X;X;
114;RA62;RA;X;16;SA7;SA;X;Directed;15131;1.0;OUTER;X-X;X;
114;RA62;RA;X;17;SA8;SA;X;Directed;15136;1.0;OUTER;X-X;X;
114;RA62;RA;X;18;SA9;SA;X;Directed;15134;1.0;OUTER;X-X;X;
114;RA62;RA;X;21;SA12;SA;X;Directed;15133;1.0;OUTER;X-X;X;
114;RA62;RA;X;23;SA14;SA;X;Directed;15139;1.0;OUTER;X-X;X;
114;RA62;RA;X;32;SA23;SA;X;Directed;15137;1.0;OUTER;X-X;X;
114;RA62;RA;X;41;SA32;SA;X;Directed;15138;1.0;OUTER;X-X;X;
114;RA62;RA;X;42;SA33;SA;X;Directed;15132;1.0;OUTER;X-X;X;
114;RA62;RA;X;53;RA1;RA;HUB;Directed;422;1.0;INTER;X-HUB;CLUSTER;1
114;RA62;RA;X;58;RA6;RA;HUB;Directed;15140;1.0;INTER;X-HUB;CLUSTER;
114;RA62;RA;X;104;RA52;RA;X;Directed;15127;1.0;INTER;X-X;CLUSTER;
114;RA62;RA;X;106;RA54;RA;X;Directed;15126;1.0;INTER;X-X;CLUSTER;
114;RA62;RA;X;111;RA59;RA;X;Directed;15125;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;10;SA1;SA;HUB;Directed;15033;1.0;OUTER;X-HUB;X;
115;RA63;RA;X;15;SA6;SA;X;Directed;15050;1.0;OUTER;X-X;X;
115;RA63;RA;X;18;SA9;SA;X;Directed;15049;1.0;OUTER;X-X;X;
115;RA63;RA;X;23;SA14;SA;X;Directed;15051;1.0;OUTER;X-X;X;
115;RA63;RA;X;34;SA25;SA;X;Directed;15042;1.0;OUTER;X-X;X;
115;RA63;RA;X;37;SA28;SA;X;Directed;15034;1.0;OUTER;X-X;X;
115;RA63;RA;X;38;SA29;SA;X;Directed;15041;1.0;OUTER;X-X;X;
115;RA63;RA;X;39;SA30;SA;X;Directed;15048;1.0;OUTER;X-X;X;
115;RA63;RA;X;44;SA35;SA;X;Directed;15043;1.0;OUTER;X-X;X;
115;RA63;RA;X;53;RA1;RA;HUB;Directed;423;1.0;INTER;X-HUB;CLUSTER;1
115;RA63;RA;X;62;RA10;RA;X;Directed;15036;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;63;RA11;RA;X;Directed;15035;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;64;RA12;RA;X;Directed;15037;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;91;RA39;RA;X;Directed;14566;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;97;RA45;RA;X;Directed;15040;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;98;RA46;RA;X;Directed;15038;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;99;RA47;RA;X;Directed;15039;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;104;RA52;RA;X;Directed;15030;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;105;RA53;RA;X;Directed;15052;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;106;RA54;RA;X;Directed;15031;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;107;RA55;RA;X;Directed;15032;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;108;RA56;RA;X;Directed;15029;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;109;RA57;RA;X;Directed;15028;1.0;INTER;X-X;CLUSTER;
115;RA63;RA;X;112;RA60;RA;X;Directed;15053;1.0;INTER;X-X;CLUSTER;
116;RA64;RA;X;12;SA3;SA;HUB;Directed;15005;1.0;OUTER;X-HUB;X;
116;RA64;RA;X;13;SA4;SA;HUB;Directed;15004;1.0;OUTER;X-HUB;X;
116;RA64;RA;X;14;SA5;SA;HUB;Directed;15006;1.0;OUTER;X-HUB;X;
116;RA64;RA;X;15;SA6;SA;X;Directed;15017;1.0;OUTER;X-X;X;
116;RA64;RA;X;16;SA7;SA;X;Directed;15010;1.0;OUTER;X-X;X;
116;RA64;RA;X;18;SA9;SA;X;Directed;15018;1.0;OUTER;X-X;X;
116;RA64;RA;X;22;SA13;SA;X;Directed;15009;1.0;OUTER;X-X;X;
116;RA64;RA;X;23;SA14;SA;X;Directed;15008;1.0;OUTER;X-X;X;
116;RA64;RA;X;25;SA16;SA;X;Directed;15007;1.0;OUTER;X-X;X;
116;RA64;RA;X;26;SA17;SA;X;Directed;14897;1.0;OUTER;X-X;X;
116;RA64;RA;X;32;SA23;SA;X;Directed;15021;1.0;OUTER;X-X;X;
116;RA64;RA;X;39;SA30;SA;X;Directed;15015;1.0;OUTER;X-X;X;
116;RA64;RA;X;40;SA31;SA;X;Directed;15020;1.0;OUTER;X-X;X;
116;RA64;RA;X;42;SA33;SA;X;Directed;15019;1.0;OUTER;X-X;X;
116;RA64;RA;X;43;SA34;SA;X;Directed;15016;1.0;OUTER;X-X;X;
116;RA64;RA;X;44;SA35;SA;X;Directed;15022;1.0;OUTER;X-X;X;
116;RA64;RA;X;53;RA1;RA;HUB;Directed;424;1.0;INTER;X-HUB;CLUSTER;1
116;RA64;RA;X;56;RA4;RA;HUB;Directed;14896;1.0;INTER;X-HUB;CLUSTER;
116;RA64;RA;X;57;RA5;RA;HUB;Directed;15014;1.0;INTER;X-HUB;CLUSTER;
116;RA64;RA;X;77;RA25;RA;X;Directed;15011;1.0;INTER;X-X;CLUSTER;
116;RA64;RA;X;80;RA28;RA;X;Directed;15012;1.0;INTER;X-X;CLUSTER;
116;RA64;RA;X;95;RA43;RA;X;Directed;15013;1.0;INTER;X-X;CLUSTER;
166;DO1;DO;X;168;DO3;DO;X;Directed;61;1.0;INTER;X-X;CLUSTER;1
166;DO1;DO;X;175;DO10;DO;X;Directed;56;1.0;INTER;X-X;CLUSTER;1
166;DO1;DO;X;177;DO12;DO;X;Directed;57;1.0;INTER;X-X;CLUSTER;1
166;DO1;DO;X;178;DO13;DO;X;Directed;58;1.0;INTER;X-X;CLUSTER;1
166;DO1;DO;X;181;DO16;DO;X;Directed;59;1.0;INTER;X-X;CLUSTER;1
166;DO1;DO;X;182;DO17;DO;X;Directed;60;1.0;INTER;X-X;CLUSTER;1
167;DO2;DO;X;169;DO4;DO;X;Directed;122;1.0;INTER;X-X;CLUSTER;1
167;DO2;DO;X;170;DO5;DO;X;Directed;123;1.0;INTER;X-X;CLUSTER;1
167;DO2;DO;X;171;DO6;DO;X;Directed;124;1.0;INTER;X-X;CLUSTER;1
167;DO2;DO;X;179;DO14;DO;X;Directed;121;1.0;INTER;X-X;CLUSTER;1
168;DO3;DO;X;166;DO1;DO;X;Directed;125;1.0;INTER;X-X;CLUSTER;1
168;DO3;DO;X;171;DO6;DO;X;Directed;130;1.0;INTER;X-X;CLUSTER;1
168;DO3;DO;X;172;DO7;DO;X;Directed;131;1.0;INTER;X-X;CLUSTER;1
168;DO3;DO;X;173;DO8;DO;X;Directed;132;1.0;INTER;X-X;CLUSTER;1
168;DO3;DO;X;174;DO9;DO;X;Directed;133;1.0;INTER;X-X;CLUSTER;1
168;DO3;DO;X;179;DO14;DO;X;Directed;126;1.0;INTER;X-X;CLUSTER;1
168;DO3;DO;X;180;DO15;DO;X;Directed;127;1.0;INTER;X-X;CLUSTER;1
168;DO3;DO;X;181;DO16;DO;X;Directed;128;1.0;INTER;X-X;CLUSTER;1
168;DO3;DO;X;182;DO17;DO;X;Directed;129;1.0;INTER;X-X;CLUSTER;1
169;DO4;DO;X;167;DO2;DO;X;Directed;139;1.0;INTER;X-X;CLUSTER;1
169;DO4;DO;X;170;DO5;DO;X;Directed;140;1.0;INTER;X-X;CLUSTER;1
169;DO4;DO;X;171;DO6;DO;X;Directed;141;1.0;INTER;X-X;CLUSTER;1
169;DO4;DO;X;173;DO8;DO;X;Directed;142;1.0;INTER;X-X;CLUSTER;1
169;DO4;DO;X;176;DO11;DO;X;Directed;134;1.0;INTER;X-X;CLUSTER;1
169;DO4;DO;X;177;DO12;DO;X;Directed;135;1.0;INTER;X-X;CLUSTER;1
169;DO4;DO;X;178;DO13;DO;X;Directed;136;1.0;INTER;X-X;CLUSTER;1
169;DO4;DO;X;181;DO16;DO;X;Directed;137;1.0;INTER;X-X;CLUSTER;1
169;DO4;DO;X;182;DO17;DO;X;Directed;138;1.0;INTER;X-X;CLUSTER;1
170;DO5;DO;X;166;DO1;DO;X;Directed;143;1.0;INTER;X-X;CLUSTER;1
170;DO5;DO;X;167;DO2;DO;X;Directed;150;1.0;INTER;X-X;CLUSTER;1
170;DO5;DO;X;172;DO7;DO;X;Directed;151;1.0;INTER;X-X;CLUSTER;1
170;DO5;DO;X;173;DO8;DO;X;Directed;152;1.0;INTER;X-X;CLUSTER;1
170;DO5;DO;X;176;DO11;DO;X;Directed;144;1.0;INTER;X-X;CLUSTER;1
170;DO5;DO;X;177;DO12;DO;X;Directed;145;1.0;INTER;X-X;CLUSTER;1
170;DO5;DO;X;178;DO13;DO;X;Directed;146;1.0;INTER;X-X;CLUSTER;1
170;DO5;DO;X;179;DO14;DO;X;Directed;147;1.0;INTER;X-X;CLUSTER;1
170;DO5;DO;X;180;DO15;DO;X;Directed;148;1.0;INTER;X-X;CLUSTER;1
170;DO5;DO;X;182;DO17;DO;X;Directed;149;1.0;INTER;X-X;CLUSTER;1
171;DO6;DO;X;167;DO2;DO;X;Directed;155;1.0;INTER;X-X;CLUSTER;1
171;DO6;DO;X;168;DO3;DO;X;Directed;156;1.0;INTER;X-X;CLUSTER;1
171;DO6;DO;X;172;DO7;DO;X;Directed;157;1.0;INTER;X-X;CLUSTER;1
171;DO6;DO;X;173;DO8;DO;X;Directed;158;1.0;INTER;X-X;CLUSTER;1
171;DO6;DO;X;179;DO14;DO;X;Directed;153;1.0;INTER;X-X;CLUSTER;1
171;DO6;DO;X;181;DO16;DO;X;Directed;154;1.0;INTER;X-X;CLUSTER;1
172;DO7;DO;X;167;DO2;DO;X;Directed;162;1.0;INTER;X-X;CLUSTER;1
172;DO7;DO;X;168;DO3;DO;X;Directed;163;1.0;INTER;X-X;CLUSTER;1
